nombre,apellido,edad,estatura
Loreen,Berzin,46,145.74
Sella,Stead,36,213.95
Siouxie,Sellens,53,157.53
Malinda,McKeran,38,157.81
Karoline,Phillcox,44,172.21
Elbertina,Ambroise,13,191.19
Lurlene,Boundley,16,203.85
Rosmunda,Angerstein,41,171.36
Rori,Van der Baaren,41,144.46
Teddi,Bromont,19,207.05
Gillan,McKelvey,41,194.2
Fania,Beebee,19,200.7
Brittani,Pascall,36,212.48
Yolande,Huddlestone,14,213.9
Alexandra,Sawnwy,14,168.31
Rania,Prewett,14,208.26
Eveline,Gioan,30,205.44
Virginia,Ludmann,37,177.68
Dehlia,Brendel,15,185.85
Margeaux,Dundin,43,214.03
Thea,Tuffs,10,147.86
Kristy,Nutten,15,145.15
Katlin,Bumford,44,214.34
Shelbi,Neame,27,171.8
Ashlan,Garstang,54,204.3
Deonne,Chatan,20,175.13
Dinah,Wickstead,35,215.56
Auberta,Priditt,14,219.9
Livvy,Tattam,16,212.05
Matilda,Devigne,37,151.91
Rachele,Scotland,19,206.0
Ameline,Renault,28,195.64
Terri-jo,Lailey,19,174.21
Eloise,Frediani,34,166.92
Denni,Ferrini,18,160.95
Verene,Dawks,44,193.35
Annette,Forkan,55,145.32
Stormie,Ebbetts,50,142.22
Barbie,Hildrew,49,155.19
Lidia,Ivanchin,45,149.21
Veriee,Ballinghall,55,160.61
Persis,Spoors,37,157.62
Jori,Esom,23,143.11
Editha,Navarijo,53,175.14
Legra,Farrant,17,213.36
Celinda,Losebie,38,142.94
Janine,Ebbens,35,213.72
Kirstyn,Izakson,42,167.66
Aurie,Wint,37,156.83
Kaitlin,Wolford,25,166.8
Leia,Spurrior,20,141.19
Benetta,Moynihan,10,157.47
Samaria,Gasperi,27,164.96
Audry,Van Merwe,27,215.69
Koral,Persse,23,182.55
Belle,Desaur,44,174.04
Jemmy,Hillan,10,160.82
Violette,Cristofari,16,198.12
Vivyanne,Wayvill,30,141.98
Nydia,Molines,20,200.68
Catherin,Elsmore,13,165.29
Tilly,Acey,38,175.52
Melania,Peltzer,51,140.45
Cheslie,Dymock,28,188.82
Jelene,Banford,10,217.43
Nonna,Dicey,34,205.44
Salome,Wathen,36,165.92
Christyna,Ruske,55,153.04
Sibilla,Maplethorpe,24,198.29
Karrah,Ondra,16,157.51
Marji,Impy,37,219.82
Candie,Huban,16,218.0
Olenka,Balfour,50,194.4
Arielle,Maskelyne,30,165.39
Ilise,Baldcock,40,189.4
Selma,Thing,34,152.4
Fayth,Abbets,21,189.46
Jonie,Endricci,26,153.43
Charis,Niblock,52,163.06
Katrine,Halburton,46,209.55
Karoly,Corness,12,201.66
Dehlia,Krolman,41,158.55
Mirelle,Andryushchenko,12,213.84
Verena,Airds,55,174.36
Isadora,Menaul,24,154.14
Ayn,Tubritt,24,190.99
Avrit,Dunn,39,174.01
