nombre,apellido,edad,estatura
Currey,MacAlister,24,206.32
Gianni,McDonnell,29,174.29
Martyn,Larvor,45,160.35
Conway,Sweetman,15,181.98
Somerset,Furley,30,187.74
Roy,Stittle,17,165.67
Odo,Eldershaw,25,196.44
Creight,Tradewell,36,219.57
Dennie,Gillibrand,14,198.47
Dennis,Jelks,38,194.71
Marlo,Opdenort,19,160.02
Philip,Castagneri,19,211.56
Codie,Fowlie,45,169.98
Inglebert,Krolman,41,172.9
Kenneth,Janatka,50,152.88
Eal,Dutchburn,37,163.09
Philbert,Marchington,24,150.19
Lonnard,Trickey,11,189.62
Huntley,Chazotte,18,173.44
Briggs,Vaneev,39,195.64
Benjie,Haskins,10,162.46
Jedd,Mulgrew,28,174.75
Guillaume,Paddeley,46,205.36
Chicky,Whitear,16,186.42
Doug,Kirvin,13,213.19
Trstram,Habble,30,207.26
Lemmie,Cheater,35,196.25
Gonzales,Eggleston,33,182.02
Normy,Melody,48,201.93
Dall,Ashelford,26,183.59
Vernen,Vice,45,213.34
Artur,Collis,35,219.05
Isac,Civitillo,30,206.45
Raynard,Le Count,49,209.49
Alfons,Hollier,15,204.62
Patric,Clayden,54,184.32
Georges,Sleite,41,164.02
Brewster,Rodd,47,212.54
Herculie,Grise,51,184.85
Laughton,Ditzel,49,195.03
Flory,Runnicles,51,159.96
Boigie,Mauser,31,195.27
Smitty,Viger,10,200.01
Ferrel,Mingame,47,205.02
Conan,Orht,39,181.43
Lorens,Roumier,35,209.93
Hayden,Willatt,42,179.09
Trenton,Orrocks,11,176.93
Sean,Cuppleditch,53,169.79
Claudianus,Colbron,40,184.67
Herc,Jordon,18,197.94
Currie,MacCarlich,43,151.39
Obie,Waterman,48,205.43
Sayres,Moxom,51,149.71
Kristoforo,Rotlauf,25,215.79
Mayer,Growcott,33,219.15
Xymenes,Rubra,33,192.26
Cortie,Coverdale,20,149.91
Vidovic,McChesney,49,196.88
Nahum,Hamil,28,176.68
Dimitri,Wilmore,53,188.78
Ira,Pendre,43,140.81
Inigo,Jostan,26,191.78
Thane,Matzke,55,182.83
Lawry,Edens,41,170.17
Martie,Ordidge,19,159.01
Conroy,Daouze,12,172.48
Ingrim,Escala,44,181.79
Basilius,Stayte,49,216.0
Gan,Bavage,27,153.65
Stearn,Kembrey,35,198.14
Edlin,Hathorn,51,199.48
Jeffie,Davson,55,176.23
Maurise,Cicculi,31,199.04
Jaimie,Gronaver,18,180.29
Kenon,Gabitis,38,180.79
Boone,Carlsson,13,218.95
Stephan,Upward,49,202.39
Darryl,Norsister,19,172.32
Claudian,Skottle,13,178.56
Richy,Croisier,33,193.17
Radcliffe,Mordaunt,19,217.25
Joachim,Tolemache,15,167.18
Matthias,Stockings,18,219.5
Lodovico,Brettell,26,142.66
