nombre,apellido,edad,estatura
Dorey,Bagwell,45,208.27
Barton,Dinning,31,210.56
Evan,Adolf,18,206.2
Klement,Cauldfield,29,178.46
Fonsie,Clemmett,38,212.81
Clarence,Kemmett,26,193.21
Elvis,Gantley,24,159.08
Vic,Fend,15,204.07
Robby,Coltart,16,154.27
Anderson,Arrandale,31,176.03
Augustin,Safe,34,159.77
Somerset,Bateson,37,169.56
Tracie,Perassi,39,183.89
Niki,Redwing,45,194.83
Ricky,Ebbrell,40,176.0
Tanney,Carloni,25,165.02
Bertie,Pettifor,43,148.38
Felipe,Doust,10,174.24
Aland,Copozio,19,198.83
Kenn,Cunliffe,21,162.63
Jay,Grimmett,45,147.18
Galen,Filyukov,47,185.53
Granger,Shenton,28,196.61
Rodney,Pengelley,26,150.64
Javier,Haggard,13,149.45
Steffen,Seacombe,33,168.48
Obie,Pepperrall,55,153.64
Hanan,McCreedy,24,202.03
Karel,Inott,46,200.84
Dell,Stratford,10,141.84
Armand,Loiterton,53,156.02
Lemmy,Emmatt,35,160.87
Zacharia,Cudihy,20,146.83
Bail,Tompsett,31,174.75
Emanuel,Coxwell,52,189.18
Kim,Hurworth,14,185.54
Hurley,Glendza,23,218.18
Pavlov,Kerbey,38,175.11
Sandy,Crasswell,27,188.42
Mortie,Scolding,33,174.41
Bennett,Gaish,55,166.85
Darnall,Soigne,41,183.57
Herbie,Squirrell,55,219.22
Fran,Kobel,55,182.15
Harman,Randalston,53,187.32
Grady,Mathiot,46,147.94
Sidnee,Sieb,12,185.27
Angel,Ferruzzi,26,215.56
Farr,Sirmon,46,162.18
Filmore,Colvin,34,176.22
Orbadiah,Tucsell,53,210.52
Care,Marsham,34,177.08
Archy,Gledhall,21,175.99
Wallie,Skaife d'Ingerthorpe,21,172.47
Richy,Docherty,13,174.58
Torrence,Hubbis,35,156.97
Geoffry,Sheer,53,199.77
Ilaire,Ivanusyev,32,140.36
Ephraim,Taffee,48,144.96
Patrizius,Quin,32,205.59
Julius,Kleynen,48,143.58
Antoine,Edmott,43,147.6
Gerardo,Beastall,54,185.77
Iggie,Cust,44,170.06
Tam,Stearnes,32,189.65
Perice,Pinhorn,50,195.99
Rudolf,Clendennen,38,171.65
Vic,Bottrell,10,159.25
Bartlet,Lapley,23,146.5
Lazare,Condell,27,144.09
Sim,Rykert,35,179.45
Hurleigh,Halward,20,196.49
Nealon,Gadsden,27,150.44
Austin,Matzel,17,217.85
Lars,Woodes,18,166.09
Dewitt,Cady,44,140.11
Pacorro,Franz,30,145.22
Garrik,Jerromes,50,178.56
Micheil,McGeorge,27,149.91
Neils,Thomen,32,153.88
Francisco,Simioli,41,167.08
Charley,MacGillivray,49,155.2
Finlay,D'Acth,44,176.47
Ave,Geerling,33,215.26
Nero,Killcross,37,194.75
Jonathan,Rhoddie,41,186.61
Bertie,Blais,31,217.92
Craggie,Duiguid,18,144.69
Woodie,Plummer,44,167.39
Cole,Netting,49,188.82
Syman,Radbourne,55,201.9
Cleveland,Yusupov,27,219.61
Hughie,McPhilemy,49,176.03
Brandy,Bolt,53,200.54
Base,Broxup,27,181.58
Valentijn,Gyngyll,28,211.62
Fredek,Muglestone,38,182.56
Sebastien,Challenger,19,200.57
Lucais,Adamolli,44,150.02
Ware,Risely,49,188.36
Orlan,Daggett,18,152.83
Laney,Lemary,29,156.71
Erastus,McDoual,11,202.67
Merrel,Aurelius,41,202.21
Carrol,Yearsley,46,212.87
