nombre,apellido,edad,estatura
Archibaldo,Child,44,170.24
Cobbie,Woodeson,49,218.65
Sargent,Mathew,41,167.87
Paulie,Aird,22,197.2
Gan,Yukhnini,30,208.45
Vanya,De Filippis,35,181.97
Thatcher,Arni,39,203.4
Monti,Allcorn,52,203.95
Andris,Hamer,30,211.22
Ingmar,Le Pruvost,30,193.01
Augustin,Easby,32,148.35
Clay,Downes,55,203.06
Emlyn,Flarity,38,164.58
Jock,Kief,31,216.97
Pattie,Borborough,16,149.49
Ike,Blakes,21,204.22
Eduardo,Burnand,27,183.42
Silvester,Sampey,29,212.49
Goddart,Carvill,54,156.14
Padgett,Rounsefell,32,161.88
Marve,Meeland,45,194.26
Ravid,Bassilashvili,21,175.36
Hilary,Dyshart,12,144.62
Tiebold,Beames,49,183.32
Colby,Burnes,52,194.38
Robinet,Schimmang,47,142.05
Guillermo,Sprules,45,153.63
Bevin,Volage,27,147.1
Elnar,Binyon,25,146.45
Evan,Doe,45,214.7
Giustino,Hunter,24,218.58
Locke,Scarratt,43,146.23
Leonidas,Glandfield,27,177.63
Jasen,Murrey,36,218.44
Mano,Crosston,35,146.14
Kele,Shawley,30,204.91
Gardy,Franzini,45,144.92
Pryce,Twitty,55,159.73
Conrad,Gheorghescu,39,178.11
Tannie,Murison,14,176.33
Vite,Baverstock,44,140.34
Elwyn,Ingarfield,27,191.81
Rurik,Paramor,41,182.25
Krispin,Smithe,46,186.0
Ty,Izatt,43,196.66
Natale,Kempshall,42,207.62
Flinn,Ritchley,35,144.55
Hillard,Jardin,11,206.83
Raddy,Tollow,47,191.29
Eddy,Morrott,46,141.0
Thacher,Foch,54,141.08
Hy,Geeves,28,146.61
Valle,Towhey,45,201.14
Aymer,Boughen,16,213.56
Morrie,Pyett,41,193.0
Darnall,Banbrook,33,153.64
Coleman,Vardie,48,218.87
Carter,Overington,40,179.44
Cleon,Lahiff,28,188.96
Randolph,Trigg,42,164.6
Jae,Castelletti,12,140.07
Rockie,Turfus,54,166.12
Milton,Hostan,33,147.05
Delmore,Larsen,50,192.12
Normand,Sweeny,40,163.54
Percy,Goward,11,198.8
Burty,Lea,49,140.98
Mathe,Tootell,34,151.7
Durante,Shreeves,44,170.02
Lindy,Blondell,49,179.17
Zachary,Blissitt,28,209.4
Reid,Bulbeck,44,199.29
Burr,Valasek,31,170.8
Packston,Lamplough,49,190.78
Cassie,Westmerland,49,148.08
Oswell,Kitchen,28,218.96
Carlie,Dossett,28,155.62
Finlay,Trythall,30,178.75
Crichton,Godlonton,34,194.81
Laurent,Blowfelde,26,203.13
Hirsch,Tythacott,20,204.93
Vern,Paffett,16,159.56
Zak,Hallatt,55,157.94
Humphrey,Gallehawk,39,170.23
Brooks,Ambrozik,54,147.59
Mathias,Averall,17,192.56
Lemar,Abeau,51,196.57
Ryun,Pichmann,18,182.16
Roderick,Lissemore,37,175.74
Morris,Whittick,55,180.2
Kenon,Roswarne,27,218.41
Donavon,Tidgewell,53,141.62
Abbey,Silversmidt,27,219.55
Corbett,Kibby,24,195.55
Harold,Bundock,37,172.05
